emp_no,first_name,last_name,from_date,title,to_date,birth_date
295278,Val,Barvinok,2000-01-02,Senior Engineer,9999-01-01,1965-01-04
295857,Kankanahalli,Ciolek,1998-12-26,Senior Staff,9999-01-01,1965-01-17
295236,Kauko,Fujisawa,1992-09-12,Senior Engineer,9999-01-01,1965-01-24
295254,Xuejun,Pfau,1993-07-24,Senior Staff,9999-01-01,1965-01-15
295255,Jacopo,Bellone,1988-03-13,Technique Leader,9999-01-01,1965-01-04
295411,Chiranjit,Serot,1997-04-04,Staff,9999-01-01,1965-01-18
296062,Shaz,Driscoll,1998-10-03,Staff,9999-01-01,1965-01-29
296303,Mariangiola,Heyers,1992-08-04,Technique Leader,9999-01-01,1965-01-28
296718,Kamakshi,Bahl,1987-12-22,Senior Engineer,9999-01-01,1965-01-30
296428,Charmane,Simmen,1997-03-07,Senior Staff,9999-01-01,1965-01-03
296664,Dipayan,Geffroy,1987-09-17,Senior Engineer,9999-01-01,1965-01-31
296687,Palash,Spieker,1996-05-10,Senior Staff,9999-01-01,1965-01-02
297905,Marc,Bahl,1997-06-18,Assistant Engineer,9999-01-01,1965-01-12
297232,Lokesh,Saoudi,1999-05-25,Senior Staff,9999-01-01,1965-01-16
297431,Cathie,Ratnakar,1996-06-23,Senior Staff,9999-01-01,1965-01-12
297474,Irena,Terkki,1998-03-11,Staff,9999-01-01,1965-01-13
297954,Sailaja,Fujisaki,1995-07-24,Assistant Engineer,9999-01-01,1965-01-13
298339,King,Benzmuller,1995-09-04,Senior Engineer,9999-01-01,1965-01-11
298577,Florina,Litecky,1994-12-02,Senior Staff,9999-01-01,1965-01-11
298953,Zita,Syang,1998-12-29,Staff,9999-01-01,1965-02-01
299346,Fumitake,Sichman,1991-02-21,Senior Staff,9999-01-01,1965-01-09
299718,Denny,Shobatake,2002-06-22,Senior Staff,9999-01-01,1965-01-15
299580,Luisa,Itzfeldt,1997-01-23,Engineer,9999-01-01,1965-01-21
299737,Patricio,Itzfeldt,1994-05-21,Senior Staff,9999-01-01,1965-02-01
400046,Hilari,Christ,1991-01-19,Senior Staff,9999-01-01,1965-01-12
401154,Danae,Kragelund,1993-05-19,Senior Staff,9999-01-01,1965-01-27
400358,Angus,Jullig,1997-04-13,Senior Engineer,9999-01-01,1965-01-31
400683,Kamakshi,Manders,1995-08-05,Staff,9999-01-01,1965-01-28
400780,Poornachandra,Asser,1993-11-07,Engineer,9999-01-01,1965-01-09
400796,Bodo,Halevi,1996-05-30,Engineer,9999-01-01,1965-01-10
401278,Oguz,Schurmann,1995-11-11,Engineer,9999-01-01,1965-01-16
401420,Florian,Uhrig,1987-01-31,Senior Staff,9999-01-01,1965-01-06
401333,Martins,Shokrollahi,1991-11-04,Senior Engineer,9999-01-01,1965-01-30
401574,Yannik,Falco,1988-01-15,Technique Leader,9999-01-01,1965-01-13
402102,Kersti,Granlund,1995-03-19,Engineer,9999-01-01,1965-01-21
402025,Shigehito,Duclos,1992-09-19,Senior Engineer,9999-01-01,1965-01-20
402664,Subhada,Janetzko,1987-01-25,Senior Engineer,9999-01-01,1965-01-04
402718,Jeanna,Rettelbach,1996-02-14,Senior Engineer,9999-01-01,1965-01-17
402827,Weidon,Pollacia,1996-02-27,Senior Staff,9999-01-01,1965-01-28
403010,Toshimitsu,Sluis,1985-02-18,Senior Engineer,9999-01-01,1965-01-16
403621,Deborah,Kaminger,1997-06-04,Senior Staff,9999-01-01,1965-01-07
403954,Jeanna,Bratten,1997-07-26,Senior Engineer,9999-01-01,1965-01-10
403644,Krisda,Hainaut,2000-07-07,Senior Staff,9999-01-01,1965-01-19
404018,Valery,Babb,1998-10-19,Senior Engineer,9999-01-01,1965-01-11
404462,Anestis,Setlzner,1991-07-13,Senior Engineer,9999-01-01,1965-01-09
404236,Zengping,Kakkar,1996-07-22,Senior Engineer,9999-01-01,1965-01-12
405015,Morris,Fargier,1996-06-29,Senior Staff,9999-01-01,1965-01-02
404573,Eberhardt,Spelt,1997-07-05,Staff,9999-01-01,1965-01-31
404755,Manu,Junet,1996-04-19,Senior Staff,9999-01-01,1965-01-13
404788,Basem,Beausoleil,1998-03-16,Engineer,9999-01-01,1965-01-16
405063,Yechezkel,Yurov,1998-11-30,Senior Engineer,9999-01-01,1965-01-26
406239,Marek,Tomescu,2002-05-15,Senior Engineer,9999-01-01,1965-01-09
406125,Georgi,Portugali,1987-09-27,Technique Leader,9999-01-01,1965-01-25
406714,Malu,Ossenbruggen,1994-11-21,Senior Staff,9999-01-01,1965-02-01
406564,Parviz,Picco,1995-04-16,Engineer,9999-01-01,1965-01-25
407522,Tommaso,Raczkowsky,1996-08-29,Staff,9999-01-01,1965-01-25
406847,Alexius,Crouzet,1999-10-05,Staff,9999-01-01,1965-01-24
407837,Fei,Erez,1991-10-15,Senior Engineer,9999-01-01,1965-02-01
408019,Shridhar,Chleq,1996-03-21,Senior Engineer,9999-01-01,1965-01-01
408417,Tsz,Daescu,1994-01-29,Staff,9999-01-01,1965-01-19
408114,Geoffrey,Ladret,1994-01-03,Engineer,9999-01-01,1965-01-05
408163,Irene,Sethi,1996-09-06,Senior Engineer,9999-01-01,1965-01-21
408437,Uno,Solares,1999-09-22,Senior Staff,9999-01-01,1965-01-29
408447,Mayuri,Werthner,1999-08-19,Senior Staff,9999-01-01,1965-01-13
408654,Yongqiao,Cochrane,1991-10-27,Senior Staff,9999-01-01,1965-01-09
408953,Jolita,Claffy,1993-12-24,Senior Engineer,9999-01-01,1965-01-26
409391,Willard,Verspoor,1999-02-28,Engineer,9999-01-01,1965-01-06
409898,Divier,Ishibashi,1994-09-22,Senior Engineer,9999-01-01,1965-02-01
410028,Xiadong,McClurg,1994-09-17,Senior Staff,9999-01-01,1965-01-11
409798,Dekang,Tsunoo,1995-01-19,Technique Leader,9999-01-01,1965-01-15
409805,Frazer,Candan,1999-03-05,Senior Engineer,9999-01-01,1965-01-15
410433,Kazuhisa,Riesenhuber,1992-10-06,Senior Engineer,9999-01-01,1965-01-19
410372,Duri,Mitina,1995-03-04,Senior Engineer,9999-01-01,1965-01-08
410616,Gudjon,Kalorkoti,1999-04-14,Senior Engineer,9999-01-01,1965-01-18
410804,Ronnie,Denos,1997-06-08,Senior Engineer,9999-01-01,1965-01-17
410881,Koichi,Grabner,1990-04-24,Senior Engineer,9999-01-01,1965-01-06
411070,Otmar,Brandsma,1992-05-27,Senior Engineer,9999-01-01,1965-01-29
411082,Martine,Cangellaris,1998-04-28,Senior Engineer,9999-01-01,1965-01-08
411143,Goncalo,Barbanera,1996-09-01,Senior Staff,9999-01-01,1965-01-08
412404,Mitsuyuki,Jeansoulin,1999-10-28,Senior Engineer,9999-01-01,1965-01-15
412757,Leen,Peak,1999-11-20,Engineer,9999-01-01,1965-01-03
413098,Hsiangchu,Taubenfeld,1999-04-17,Senior Staff,9999-01-01,1965-01-26
413205,Mototsugu,Prampolini,1988-06-12,Senior Staff,9999-01-01,1965-01-09
413729,Harjit,Ernst,1992-04-26,Technique Leader,9999-01-01,1965-01-02
413831,Mohamadou,Grabner,1998-11-25,Senior Staff,9999-01-01,1965-01-09
413832,Marco,Jahnichen,1995-03-28,Senior Staff,9999-01-01,1965-01-24
414662,Ipke,Schneeberger,1994-09-20,Senior Engineer,9999-01-01,1965-01-21
413666,Remco,Duclos,1996-04-18,Senior Staff,9999-01-01,1965-01-05
414027,Tadanori,Msuda,1997-11-06,Senior Engineer,9999-01-01,1965-01-31
414091,Wuxu,Kuhnemann,1997-08-19,Engineer,9999-01-01,1965-01-17
414714,Chinho,Delgrande,1996-11-07,Senior Staff,9999-01-01,1965-01-06
414543,Bernd,Anick,1988-11-19,Senior Engineer,9999-01-01,1965-01-03
414551,Elliott,Copas,1999-09-13,Senior Engineer,9999-01-01,1965-01-22
414814,Dayanand,Wielonsky,1999-02-15,Staff,9999-01-01,1965-01-28
414897,Juyoung,Willoner,1994-11-03,Senior Staff,9999-01-01,1965-01-17
415187,Juyoung,Peltason,1998-09-01,Assistant Engineer,9999-01-01,1965-01-03
415563,Mrinalini,Bierbaum,1994-03-12,Senior Engineer,9999-01-01,1965-01-21
415338,Shigeo,Emmart,1995-12-24,Assistant Engineer,9999-01-01,1965-01-22
415363,Conal,Shackell,1993-01-25,Senior Staff,9999-01-01,1965-01-19
416492,Kannan,Meriste,1992-08-12,Senior Engineer,9999-01-01,1965-01-15
416074,Alain,Lieberherr,1996-05-10,Senior Engineer,9999-01-01,1965-01-08
416660,Nathalie,Luke,1997-09-15,Senior Engineer,9999-01-01,1965-01-28
416383,Nectarios,Itschner,1996-03-01,Senior Engineer,9999-01-01,1965-01-29
416420,Adamantios,Heemskerk,1986-08-08,Senior Staff,9999-01-01,1965-01-22
416720,Tokuyasu,Xiaoshan,1998-09-19,Senior Engineer,9999-01-01,1965-01-14
416877,Gio,Orsini,1993-12-07,Senior Staff,9999-01-01,1965-01-02
416892,Shooichi,Vandervoorde,1996-08-16,Engineer,9999-01-01,1965-01-03
417435,Bouchung,Zaumen,1999-01-29,Senior Staff,9999-01-01,1965-01-03
418380,Kazuhiko,Gornas,1993-05-20,Senior Engineer,9999-01-01,1965-01-02
418239,Josyula,Motley,1992-09-05,Senior Engineer,9999-01-01,1965-01-03
418247,Oscar,Oppitz,2001-06-29,Senior Staff,9999-01-01,1965-01-08
418717,Arunachalam,Magliocco,1992-12-22,Senior Staff,9999-01-01,1965-01-20
418298,Arvin,Pusterhofer,2002-03-02,Senior Engineer,9999-01-01,1965-01-08
418309,Danel,Petereit,1994-02-21,Senior Engineer,9999-01-01,1965-01-24
418566,Kazuhide,Snedden,1996-06-14,Senior Engineer,9999-01-01,1965-01-27
418860,Ymte,Dalton,1997-11-22,Senior Staff,9999-01-01,1965-02-01
418606,Michaela,Otillio,1994-01-05,Engineer,9999-01-01,1965-01-11
419099,Heon,Broomell,1998-05-06,Staff,9999-01-01,1965-01-15
419953,Ung,Orlowski,1998-07-22,Senior Staff,9999-01-01,1965-01-29
420086,Susuma,Kitsuregawa,1993-05-28,Senior Engineer,9999-01-01,1965-01-27
420557,Mabhin,Eastman,1994-08-02,Senior Staff,9999-01-01,1965-01-06
420694,Frazer,Barbanera,1991-11-04,Senior Staff,9999-01-01,1965-01-19
420732,Willard,Morrin,2001-05-27,Senior Staff,9999-01-01,1965-01-06
420476,Mariangiola,Bolsens,1994-06-15,Senior Staff,9999-01-01,1965-01-28
420759,Raimond,Solovay,1997-10-03,Staff,9999-01-01,1965-01-04
420765,Shawna,Krider,1997-03-09,Senior Staff,9999-01-01,1965-01-17
420877,Khosrow,Erez,1996-02-11,Senior Staff,9999-01-01,1965-01-29
421022,Shigeaki,Butner,1996-07-13,Senior Staff,9999-01-01,1965-01-26
421033,Garnik,Randt,1994-12-23,Senior Staff,9999-01-01,1965-01-14
421074,Zhaofang,Falster,1999-06-29,Senior Staff,9999-01-01,1965-01-07
421312,Mariangiola,Bashian,1999-09-18,Engineer,9999-01-01,1965-01-13
421384,Renny,Bednarek,1995-06-01,Senior Staff,9999-01-01,1965-01-02
421755,Shichao,Thiria,2001-01-10,Senior Engineer,9999-01-01,1965-01-03
422146,Kenton,Miara,1999-05-14,Engineer,9999-01-01,1965-01-08
422783,Jagoda,Uhrig,1995-09-01,Engineer,9999-01-01,1965-01-18
423038,Takushi,Strehl,1988-10-04,Senior Staff,9999-01-01,1965-01-20
423204,Uma,Stranks,1996-09-12,Senior Staff,9999-01-01,1965-01-08
423208,Joydip,Krone,1995-02-08,Engineer,9999-01-01,1965-01-19
423214,Tsutomu,Tetzlaff,1993-09-23,Senior Staff,9999-01-01,1965-01-31
423327,Constantijn,Lichtman,2001-06-26,Senior Staff,9999-01-01,1965-01-27
423350,Heping,Monarch,1993-04-15,Senior Staff,9999-01-01,1965-01-04
423633,Mariusz,Tokunaga,1985-02-11,Senior Engineer,9999-01-01,1965-01-30
423993,Seshu,Kolvik,1988-12-09,Technique Leader,9999-01-01,1965-01-01
424569,Danco,Luff,1997-10-30,Engineer,9999-01-01,1965-01-14
424584,Kagan,Dredge,2000-02-26,Senior Engineer,9999-01-01,1965-02-01
424797,Theron,Itschner,1993-05-16,Senior Staff,9999-01-01,1965-01-19
424805,Jacqueline,Zallocco,1994-12-17,Senior Staff,9999-01-01,1965-01-24
425437,Moni,Staudhammer,1999-03-23,Engineer,9999-01-01,1965-01-03
424685,Changho,Veevers,1997-03-03,Senior Staff,9999-01-01,1965-01-10
424930,Xuejun,Reeker,1997-11-18,Senior Staff,9999-01-01,1965-01-19
424984,Vasilis,Waleschkowski,1996-05-26,Engineer,9999-01-01,1965-01-11
425757,Yongdong,Jiang,1990-10-13,Senior Staff,9999-01-01,1965-01-18
425535,Alagu,Vieri,1992-08-22,Senior Staff,9999-01-01,1965-01-18
425540,Paddy,Zumaque,1995-11-12,Senior Staff,9999-01-01,1965-01-03
425830,Guther,Conia,1999-02-13,Engineer,9999-01-01,1965-01-30
425875,Jahangir,Kroft,1995-06-11,Senior Staff,9999-01-01,1965-01-19
426153,Shahaf,Luce,1999-04-06,Senior Staff,9999-01-01,1965-01-16
426168,Kaijung,Mateescu,1992-11-17,Senior Staff,9999-01-01,1965-01-10
425780,Paris,Range,1997-10-25,Senior Staff,9999-01-01,1965-01-15
426228,Supot,Badache,1996-08-17,Engineer,9999-01-01,1965-01-17
426235,Danco,Rajala,1996-03-28,Senior Staff,9999-01-01,1965-01-31
426706,Karsten,Kawashima,1999-03-15,Senior Engineer,9999-01-01,1965-01-07
426644,Zejun,Broomell,2002-01-19,Senior Engineer,9999-01-01,1965-01-13
426958,Weijing,Viele,1993-10-03,Senior Engineer,9999-01-01,1965-01-19
426795,Huican,Lunn,1991-07-23,Senior Staff,9999-01-01,1965-01-07
426818,Gaurav,Fendler,1997-02-14,Senior Staff,9999-01-01,1965-01-21
426819,Sandeepan,Kulisch,1997-05-16,Engineer,9999-01-01,1965-01-13
426824,Gopalakrishnan,Mawatari,1993-10-29,Senior Staff,9999-01-01,1965-01-25
427313,Utpal,Kemmerer,1991-12-04,Senior Staff,9999-01-01,1965-01-31
427320,Mamdouh,Ramamoorthy,2000-01-13,Senior Engineer,9999-01-01,1965-01-13
427332,Feiyu,Hemaspaandra,1995-06-04,Staff,9999-01-01,1965-01-20
428082,Ronghao,Alpin,2000-09-10,Senior Staff,9999-01-01,1965-01-09
427571,Torsten,Ranta,1996-12-10,Senior Engineer,9999-01-01,1965-01-20
427776,Jaques,Navazio,1998-04-03,Senior Staff,9999-01-01,1965-01-25
427805,Haldun,Compeau,1997-10-15,Senior Staff,9999-01-01,1965-01-21
427823,Jaques,Gecsei,1999-07-13,Staff,9999-01-01,1965-01-18
427852,Adil,Kieras,1992-07-20,Senior Engineer,9999-01-01,1965-01-02
428160,Jamaludin,Kalorkoti,2001-07-14,Senior Staff,9999-01-01,1965-01-12
428195,Hatsukazu,Rosca,1991-10-13,Senior Staff,9999-01-01,1965-01-11
428219,Ghassan,Androutsos,1993-12-25,Senior Staff,9999-01-01,1965-01-21
428917,Theron,Billawala,2001-02-16,Senior Engineer,9999-01-01,1965-01-23
429087,Hugh,Senzako,1992-10-15,Technique Leader,9999-01-01,1965-01-27
429249,Alassane,Wolniewicz,1993-10-06,Senior Engineer,9999-01-01,1965-01-28
429316,Seshu,Hiraishi,2001-08-10,Senior Staff,9999-01-01,1965-01-08
429381,Limsoon,Roohalamini,1992-11-25,Senior Staff,9999-01-01,1965-01-06
429569,Fumiya,Chappelet,1999-09-04,Engineer,9999-01-01,1965-01-03
429231,Kazuyasu,Schmiedel,1991-09-07,Senior Staff,9999-01-01,1965-01-09
429238,Mona,Luck,1989-05-11,Senior Staff,9999-01-01,1965-01-29
429703,Ung,Honglei,1993-09-02,Senior Staff,9999-01-01,1965-01-06
429481,Subhada,Emmerich,1996-03-06,Engineer,9999-01-01,1965-01-09
429520,Yongqiao,Francisci,1999-12-01,Engineer,9999-01-01,1965-01-06
429532,Bartek,Vendrig,1996-11-11,Senior Staff,9999-01-01,1965-01-25
429899,Ranan,Marsiglia,1999-08-13,Staff,9999-01-01,1965-01-30
430054,Erzsebet,Setiz,1998-06-10,Senior Engineer,9999-01-01,1965-01-22
430558,Xiong,Roisin,1995-03-02,Senior Engineer,9999-01-01,1965-01-07
429954,Renny,Gladwell,1999-02-27,Staff,9999-01-01,1965-01-26
430593,Janalee,Lanzelotte,1997-12-01,Senior Staff,9999-01-01,1965-01-19
430631,Kersti,Marsiglia,1994-02-19,Engineer,9999-01-01,1965-01-17
430891,Khalil,Gien,1991-08-06,Senior Engineer,9999-01-01,1965-01-06
431657,Visit,Thiran,1991-11-14,Senior Engineer,9999-01-01,1965-01-31
431576,Masamitsu,Back,1994-03-25,Senior Staff,9999-01-01,1965-01-06
431882,Hideo,Varman,1997-06-19,Engineer,9999-01-01,1965-01-21
431887,Poorav,Ranst,1996-06-01,Senior Engineer,9999-01-01,1965-01-05
432031,Adamantios,Matzat,1993-02-28,Senior Staff,9999-01-01,1965-01-11
432034,Arfst,Uehara,1993-11-15,Senior Staff,9999-01-01,1965-01-24
432399,Nitsan,Nollmann,1996-09-09,Senior Engineer,9999-01-01,1965-01-19
432121,Alair,Straney,1992-11-14,Senior Staff,9999-01-01,1965-01-06
432257,Kwangjo,Hiltgen,1998-12-22,Engineer,9999-01-01,1965-01-20
432261,Arve,Bergere,1994-07-28,Senior Engineer,9999-01-01,1965-01-30
432665,Flemming,Driscoll,1999-06-28,Senior Engineer,9999-01-01,1965-01-02
432523,Takahiro,Maquelin,1997-07-21,Engineer,9999-01-01,1965-01-21
433059,Bojan,Montresor,1995-02-04,Staff,9999-01-01,1965-01-02
432787,Toshiko,Ibel,1996-11-23,Senior Engineer,9999-01-01,1965-01-16
432956,Qunsheng,Birrer,1994-05-13,Senior Staff,9999-01-01,1965-01-25
433260,Make,Olivero,1998-06-01,Engineer,9999-01-01,1965-02-01
433157,Tomofumi,Serna,1999-10-23,Staff,9999-01-01,1965-01-16
433438,Keiichiro,Miyakawa,2000-09-12,Senior Staff,9999-01-01,1965-01-06
434936,Sahrah,Rosis,2000-06-23,Senior Engineer,9999-01-01,1965-01-15
435042,Brigham,Borstler,1995-10-09,Staff,9999-01-01,1965-01-10
435060,Moie,Lieblein,1996-07-12,Staff,9999-01-01,1965-01-16
435181,Kazuhide,Fiutem,1998-05-10,Senior Staff,9999-01-01,1965-01-16
434845,Takushi,Skogmar,1991-06-07,Senior Staff,9999-01-01,1965-01-11
435305,Berthier,Pramanik,1999-01-23,Senior Staff,9999-01-01,1965-01-21
435370,Conal,Basart,1991-05-17,Senior Staff,9999-01-01,1965-01-16
435588,Genta,Pepe,2002-04-12,Senior Staff,9999-01-01,1965-01-29
435289,Feixiong,Schurmann,1993-02-14,Senior Staff,9999-01-01,1965-01-04
435602,Dietrich,Kranzdorf,2001-10-04,Senior Staff,9999-01-01,1965-01-29
435774,Olivera,Bharadwaj,2001-04-01,Senior Staff,9999-01-01,1965-01-09
435791,Hercules,Speer,1999-03-07,Senior Engineer,9999-01-01,1965-01-07
436558,Subir,Greibach,1992-05-24,Senior Engineer,9999-01-01,1965-01-08
436915,Feixiong,Haraldson,1998-10-11,Staff,9999-01-01,1965-01-13
436797,Ohad,Henders,1996-11-02,Senior Staff,9999-01-01,1965-01-24
436827,Wojceich,Limongiello,1988-03-10,Senior Staff,9999-01-01,1965-01-30
437276,Dines,DeMori,1994-12-07,Senior Staff,9999-01-01,1965-01-17
438038,Lena,Giaccio,1999-03-17,Senior Staff,9999-01-01,1965-01-01
437369,Kazuhide,Biran,1995-01-25,Senior Staff,9999-01-01,1965-02-01
437395,Sumant,Thambidurai,2000-01-02,Senior Staff,9999-01-01,1965-01-21
437724,Erez,Luft,1994-12-14,Staff,9999-01-01,1965-01-17
437870,Kerhong,Lorho,1995-06-18,Staff,9999-01-01,1965-01-07
438557,Lidong,Swist,1999-09-16,Engineer,9999-01-01,1965-01-30
438264,Rasikan,Barreiro,2000-09-26,Senior Staff,9999-01-01,1965-01-19
439377,Mari,Plessier,1997-07-04,Senior Engineer,9999-01-01,1965-01-28
440435,Sandeepan,Rosti,1991-11-26,Senior Engineer,9999-01-01,1965-01-03
439905,Kousuke,Levasseur,1996-03-15,Senior Staff,9999-01-01,1965-01-03
439924,Gunilla,Kisuki,2000-08-13,Senior Staff,9999-01-01,1965-01-30
440325,Douadi,Sullins,1999-09-25,Senior Staff,9999-01-01,1965-01-10
440450,Tzvetan,Scharstein,1999-06-16,Senior Staff,9999-01-01,1965-01-16
440937,Fabrizio,Usery,1999-10-14,Senior Staff,9999-01-01,1965-01-18
440642,Snehasis,Kalsbeek,1997-01-05,Senior Staff,9999-01-01,1965-01-14
440870,Filipp,Hasham,1999-07-11,Senior Staff,9999-01-01,1965-01-01
442002,Ravishankar,Baig,2000-03-17,Senior Staff,9999-01-01,1965-01-03
441197,Miquel,Legleitner,1993-06-28,Senior Staff,9999-01-01,1965-01-18
441536,Chinho,Collette,1990-08-07,Senior Engineer,9999-01-01,1965-01-10
441954,Leszek,Marchegay,1999-06-13,Engineer,9999-01-01,1965-01-03
441965,Claudi,Heijenga,1994-08-30,Senior Staff,9999-01-01,1965-01-12
442653,Mona,Hebden,1995-10-20,Engineer,9999-01-01,1965-01-04
442096,Martijn,DiGiano,1990-06-15,Senior Engineer,9999-01-01,1965-01-15
442312,Zengping,Cusworth,1997-06-06,Senior Engineer,9999-01-01,1965-01-05
442490,Navid,Luke,1994-10-17,Engineer,9999-01-01,1965-01-08
442700,Siddarth,Masada,1997-08-11,Staff,9999-01-01,1965-01-06
442898,Aksel,Gire,1999-06-27,Engineer,9999-01-01,1965-01-07
443108,Christfried,Atrawala,1990-07-13,Senior Staff,9999-01-01,1965-01-14
443485,Marke,Klerer,1990-04-14,Senior Staff,9999-01-01,1965-01-23
444208,Irena,Cesareni,1985-10-30,Senior Staff,9999-01-01,1965-01-27
443841,Shaw,Kading,2000-07-16,Senior Staff,9999-01-01,1965-01-08
443873,Vatsa,Ramsay,2002-02-04,Senior Staff,9999-01-01,1965-01-20
444070,Heping,Skrikant,1999-11-27,Senior Staff,9999-01-01,1965-01-15
444099,Kousuke,Worfolk,1997-03-22,Senior Staff,9999-01-01,1965-01-28
445152,Heping,Peac,1992-03-20,Senior Staff,9999-01-01,1965-01-09
444465,Prasadram,Bultermann,1997-08-29,Senior Engineer,9999-01-01,1965-01-13
444487,Udi,Rullman,1994-04-09,Senior Engineer,9999-01-01,1965-01-03
444643,Berna,Schonegge,1998-06-28,Staff,9999-01-01,1965-01-18
445067,Eldridge,Kawashima,1997-02-27,Senior Engineer,9999-01-01,1965-01-28
445226,Oscar,Baumann,1996-01-22,Senior Engineer,9999-01-01,1965-01-01
445723,Gaurav,Roison,1995-10-22,Senior Staff,9999-01-01,1965-01-31
445570,Van,Nations,1986-08-11,Technique Leader,9999-01-01,1965-01-25
446121,Fay,Cochrane,1999-12-13,Staff,9999-01-01,1965-01-11
445941,Masako,Dechter,1985-09-25,Technique Leader,9999-01-01,1965-01-11
445950,Ebru,Valtorta,1997-12-09,Senior Engineer,9999-01-01,1965-01-23
446424,DAIDA,Nooteboom,1992-11-24,Senior Engineer,9999-01-01,1965-01-16
446306,Hercules,Kabayashi,1991-06-10,Senior Engineer,9999-01-01,1965-01-22
447018,Dannz,Miara,2000-12-04,Senior Engineer,9999-01-01,1965-01-17
446897,Takahiro,Dalton,1992-09-30,Technique Leader,9999-01-01,1965-01-22
446959,Aram,Passino,1995-01-28,Senior Engineer,9999-01-01,1965-01-29
447376,Kirk,Zongker,1999-12-10,Staff,9999-01-01,1965-01-07
447135,Gennady,Rouquie,1989-08-24,Senior Staff,9999-01-01,1965-01-31
447232,Aleksander,Schaaf,2001-05-25,Senior Staff,9999-01-01,1965-01-22
447613,Paris,Restivo,1991-11-21,Senior Engineer,9999-01-01,1965-01-15
447544,Stabislas,Kakkad,1989-02-19,Senior Staff,9999-01-01,1965-01-22
447931,Martijn,Jeong,1999-12-14,Senior Staff,9999-01-01,1965-01-11
447877,Make,Heuser,1997-07-02,Senior Engineer,9999-01-01,1965-01-13
447982,Shiv,Baezner,1996-12-16,Senior Engineer,9999-01-01,1965-01-25
447999,Shiv,Vilarrasa,1995-08-01,Senior Engineer,9999-01-01,1965-01-05
447966,Kamakshi,Hebert,2002-01-17,Senior Engineer,9999-01-01,1965-01-05
448994,Haldun,Syang,1997-02-11,Staff,9999-01-01,1965-01-12
448769,Mong,Dichev,1997-10-11,Technique Leader,9999-01-01,1965-01-18
448900,Mart,Talmor,1999-05-11,Staff,9999-01-01,1965-01-16
448918,Chiradeep,Arlazarov,1998-10-06,Senior Engineer,9999-01-01,1965-01-23
449189,Jahangir,Bernatsky,1995-09-30,Senior Staff,9999-01-01,1965-01-30
450255,Udo,Waymire,1986-06-14,Technique Leader,9999-01-01,1965-01-31
449815,Fumitaka,Quittner,1993-04-20,Senior Staff,9999-01-01,1965-01-27
449984,Hinrich,Perin,1993-11-20,Senior Engineer,9999-01-01,1965-02-01
450184,Selwyn,Henseler,1993-03-09,Senior Engineer,9999-01-01,1965-01-11
450309,Gill,Orlowska,1986-12-25,Technique Leader,9999-01-01,1965-01-08
451253,Jaihie,Ozeri,1997-06-20,Senior Staff,9999-01-01,1965-01-15
450475,Saeed,Bahl,1991-01-29,Senior Staff,9999-01-01,1965-01-21
450817,DAIDA,Frolund,1996-07-16,Senior Engineer,9999-01-01,1965-01-10
450888,Sedat,Rande,2001-03-24,Senior Staff,9999-01-01,1965-01-03
450934,Chanjung,Raoux,1998-05-25,Senior Engineer,9999-01-01,1965-01-23
450936,Yuriy,Ponthieu,1996-12-10,Senior Staff,9999-01-01,1965-01-18
451272,Jacopo,Krohm,1997-04-23,Senior Engineer,9999-01-01,1965-01-02
451275,Bedrich,Isard,1986-06-07,Senior Staff,9999-01-01,1965-01-25
452137,Subir,Miake,2002-07-11,Senior Engineer,9999-01-01,1965-01-15
451333,Radhika,Bonifati,1995-03-11,Senior Staff,9999-01-01,1965-01-15
452206,Arra,Esposito,1994-11-03,Staff,9999-01-01,1965-01-22
452325,Taiji,Berstel,2001-12-02,Senior Engineer,9999-01-01,1965-01-14
452347,Shigeichiro,Brattka,2001-07-13,Senior Staff,9999-01-01,1965-01-07
452365,Fei,Gadepally,1997-11-13,Engineer,9999-01-01,1965-01-05
452956,Gou,Thombley,1987-04-09,Senior Engineer,9999-01-01,1965-01-17
452957,Alair,Nanard,1996-02-10,Staff,9999-01-01,1965-01-03
452982,Lobel,Aloia,1994-12-29,Senior Staff,9999-01-01,1965-01-29
453154,Gao,Lally,1996-03-01,Staff,9999-01-01,1965-01-03
453070,Aran,Rosenbaum,2000-04-24,Senior Staff,9999-01-01,1965-01-06
453644,Berni,Takkinen,1997-06-08,Senior Staff,9999-01-01,1965-01-07
453790,Fai,Keirsey,1999-10-12,Senior Engineer,9999-01-01,1965-01-11
453688,Chinya,Leslie,1995-10-28,Engineer,9999-01-01,1965-01-24
453913,Stein,Perng,1998-04-29,Senior Staff,9999-01-01,1965-01-23
453723,Arne,Kohling,1993-12-13,Senior Engineer,9999-01-01,1965-01-15
453760,Ewing,Rajala,2001-06-21,Senior Staff,9999-01-01,1965-01-13
454338,Mohammed,Georg,1998-08-03,Engineer,9999-01-01,1965-01-24
454791,Xiaoqiu,Pietracaprina,1994-07-09,Senior Engineer,9999-01-01,1965-01-22
454378,Gina,Ossenbruggen,1998-01-03,Technique Leader,9999-01-01,1965-01-06
454825,Kamakshi,Schusler,2001-05-24,Senior Engineer,9999-01-01,1965-01-02
454994,Mohan,Picht,2000-02-24,Senior Engineer,9999-01-01,1965-01-01
454736,Nechama,Ermel,1995-06-05,Engineer,9999-01-01,1965-01-24
